content,score,label,txt
Parah jawab uts pilihan ganda pas milih jawaban malah bug gk bisa di pencet trus malah kembali ke beranda,2,Negatif,parah jawab uts pilihan ganda pas milih jawaban malah bug gk bisa di pencet trus malah kembali ke beranda
"Edlink keren, sangat terbantu dalam belajar online dengan dosen, mudah dan sangat praktiss. Semoga tetap dikembangkan",4,Positif,edlink keren sangat terbantu dalam belajar online dengan dosen mudah dan sangat praktiss semoga tetap dikembangkan
"Sangat buruk, sering banget sistem gagal, ngerugiin saat ngumpulin tugas jadi telat nilai jelek, padahal udah pindah koneksi, pindah 2 laptop 3 hp tetep sama semua. Parahhhh not recomended",1,Negatif,sangat buruk sering banget sistem gagal ngerugiin saat ngumpulin tugas jadi telat nilai jelek padahal udah pindah koneksi pindah  laptop  hp tetep sama semua parahhhh not recomended
Membantu untuk kegiatan perkuliahan di perguruan tinggi. Trims tim sevima.,5,Positif,membantu untuk kegiatan perkuliahan di perguruan tinggi trims tim sevima
Aplikasi nya sangat membantu mahasiswa,5,Positif,aplikasi nya sangat membantu mahasiswa
"Masih banyak bug,tolong cepat di atas",4,Positif,masih banyak bugtolong cepat di atas
Setiap login terdapat tulisan edlink telah berhenti padahal udah pasang copot terus tetap seperti itu mohon diperbaiki,1,Negatif,setiap login terdapat tulisan edlink telah berhenti padahal udah pasang copot terus tetap seperti itu mohon diperbaiki
Kenapa aplikasi edlink susah dibuka padahal sudah menggunakan wifi. Tolong segera untuk ditindak lanjuti,1,Negatif,kenapa aplikasi edlink susah dibuka padahal sudah menggunakan wifi tolong segera untuk ditindak lanjuti
"sangat membantu sekali, user friendly",5,Positif,sangat membantu sekali user friendly
Very good...ditingkatkan dalam menjawab pertanyaan di group2 sevima... Mungkin pada saat kita bertanya itu dalam situasi yang urgent... Walaupun belum mewakili jawaban Setidaknya sudah ada tanggapan dari tim sevima...terima kasih,5,Positif,very goodditingkatkan dalam menjawab pertanyaan di group sevima mungkin pada saat kita bertanya itu dalam situasi yang urgent walaupun belum mewakili jawaban setidaknya sudah ada tanggapan dari tim sevimaterima kasih
"Aplikasi blom optimal blum layak untuk publik, semoga lebih di improve lagi terimakasih",1,Negatif,aplikasi blom optimal blum layak untuk publik semoga lebih di improve lagi terimakasih
"aplikasi pembelajaran ini sangat berguna, sebab bisa digunakan baik di hp android maupun web browser, membantu kami dalam meng aplikasikan kuliah daring, meskipun kampus kecil masih bisa ikuti perkembangan cara pembelajaran, berkat edlink 👼👼",5,Positif,aplikasi pembelajaran ini sangat berguna sebab bisa digunakan baik di hp android maupun web browser membantu kami dalam meng aplikasikan kuliah daring meskipun kampus kecil masih bisa ikuti perkembangan cara pembelajaran berkat edlink 
"Terima kasih ed-link sudah membantu proses belajar mengajar, sedikit saran kalau bisa tetap ada pertmuan kelas melalui video free nya (durasi dibatasi) hehehe",5,Positif,terima kasih edlink sudah membantu proses belajar mengajar sedikit saran kalau bisa tetap ada pertmuan kelas melalui video free nya durasi dibatasi hehehe
sangat bermanfaat untuk dosen dan mahasiswa proses belajar mengajar dpt dilaksanakan dengan optimal.,5,Positif,sangat bermanfaat untuk dosen dan mahasiswa proses belajar mengajar dpt dilaksanakan dengan optimal
awaknya cukup menyulitkan dan perlu adaptasi,1,Negatif,awaknya cukup menyulitkan dan perlu adaptasi
Saya tidak bisa masuk edlink. Udah di upgrade padahal tapi pas masuk kok gk bisa ya? Udh di instal ulang ttp aja gk bisa masuk,1,Negatif,saya tidak bisa masuk edlink udah di upgrade padahal tapi pas masuk kok gk bisa ya udh di instal ulang ttp aja gk bisa masuk
Aplikasi ini setelah di update kalau mau di pakai jadi lemot,2,Negatif,aplikasi ini setelah di update kalau mau di pakai jadi lemot
kenapa gabisa masuk setiap mau masuk ada tulisan TIDAK DAPAT MENGHUBUNGKAN KE SERVER padahal HP saya versinya 5.1.1,2,Negatif,kenapa gabisa masuk setiap mau masuk ada tulisan tidak dapat menghubungkan ke server padahal hp saya versinya 
"Edlink nya eror, kagak bisa nyisipkan file. Uda di instal ulang tetep aja. Bikin ngenes! menyebalkan! Edlink payah!",1,Negatif,edlink nya eror kagak bisa nyisipkan file uda di instal ulang tetep aja bikin ngenes menyebalkan edlink payah
Kenapa tidak bisa dihubungkan ke kampus saya padahal udah di coba berkali kali tetep aja ga bisa,2,Negatif,kenapa tidak bisa dihubungkan ke kampus saya padahal udah di coba berkali kali tetep aja ga bisa
Perbaharui aplikasinya karena server sering down. Sangat tidak membuat nyaman,2,Negatif,perbaharui aplikasinya karena server sering down sangat tidak membuat nyaman
Kenapa setiap mau kirim tugas suka ada kata kata (tidak tersambung ke server)?? Tolong di perbaiki sekarang kan semua nya lagi libur jadi bisa aja ngirim tugas pake ini!,1,Negatif,kenapa setiap mau kirim tugas suka ada kata kata tidak tersambung ke server tolong di perbaiki sekarang kan semua nya lagi libur jadi bisa aja ngirim tugas pake ini
"Dosen tdk bisa menambahkan mahasiswanya, Krn tidak semua mhs mengerti proses-proses yang dianggap menyulitkan. Akun mahasiswa juga tidak bisa menambahkan dosennya di kelas.",2,Negatif,dosen tdk bisa menambahkan mahasiswanya krn tidak semua mhs mengerti prosesproses yang dianggap menyulitkan akun mahasiswa juga tidak bisa menambahkan dosennya di kelas
"ketika ingin bergabung ke kelas dengan kode QR itu lama skali, lemot, pdhl sdh memakai WiFi. Hp saya jg termasuk hp jaman skrng yaitu pocophone f1",1,Negatif,ketika ingin bergabung ke kelas dengan kode qr itu lama skali lemot pdhl sdh memakai wifi hp saya jg termasuk hp jaman skrng yaitu pocophone f
"Kelihatan ok, mau tanya bagaimana caranya supaya kampus bisa link ke dosen kemudian ke mahasiswa dengan aplikasi ini",5,Positif,kelihatan ok mau tanya bagaimana caranya supaya kampus bisa link ke dosen kemudian ke mahasiswa dengan aplikasi ini
Kenapa susah sskali untuk di download? Dari kemarin tulisannya menunggu didownload. Pdhl memori dan kuota masih ada,1,Negatif,kenapa susah sskali untuk di download dari kemarin tulisannya menunggu didownload pdhl memori dan kuota masih ada
Sangat Membantu Sekali Dalam Pengajaran Kelas,5,Positif,sangat membantu sekali dalam pengajaran kelas
Update nya sering tdk bareng dengan device lain,5,Positif,update nya sering tdk bareng dengan device lain
Mudah dibuka dan untuk diterapkan. Saran dibuat lebih mudah lagi dan tetap continous improvement.,5,Positif,mudah dibuka dan untuk diterapkan saran dibuat lebih mudah lagi dan tetap continous improvement
Sangat membantu dalam meningkatkan efektivitas kerja di kelas dan luar kelas.,5,Positif,sangat membantu dalam meningkatkan efektivitas kerja di kelas dan luar kelas
"Lemot, tidak responsif. Sangat tidak merekomendasikan aplikasi ini",1,Negatif,lemot tidak responsif sangat tidak merekomendasikan aplikasi ini
Aplikasi nya bagus dan memudahkan untuk pengecekan nilai,5,Positif,aplikasi nya bagus dan memudahkan untuk pengecekan nilai
Tolong dong kenapa tidak bisa update,5,Positif,tolong dong kenapa tidak bisa update
Sangat membantu dalam tugas kuliah ... Jadi kita dapan mengerjakan tugas kuliah kapan pun dan dimanapun...thanks,5,Positif,sangat membantu dalam tugas kuliah  jadi kita dapan mengerjakan tugas kuliah kapan pun dan dimanapunthanks
"sangat sangat menyebalkan,,, mengrjakan tugas jdi terhambat tidak bisa copy pas dengan baik... perbaiki lagi deh klau bisa di update hrusnya bguss ini malah MAKIN BURUK...",1,Negatif,sangat sangat menyebalkan mengrjakan tugas jdi terhambat tidak bisa copy pas dengan baik perbaiki lagi deh klau bisa di update hrusnya bguss ini malah makin buruk
"Saya tidak bisa log in, padahal sudah mendaftar. Selalu ada notif ""Sayangnya EdLink telah berhenti"". Apakah sistem hp saya memang tidak cocok untuk aplikasi ini? Mohon solusinya Terimakasih untuk solusinya, saya harap kedepannya semua bisa menggunakan aplikasi EdLink tanpa hambatan",4,Positif,saya tidak bisa log in padahal sudah mendaftar selalu ada notif sayangnya edlink telah berhenti apakah sistem hp saya memang tidak cocok untuk aplikasi ini mohon solusinya terimakasih untuk solusinya saya harap kedepannya semua bisa menggunakan aplikasi edlink tanpa hambatan
"Maaf mau tanya kenapa tidak bisa masuk. Udah daftar (udah punya akun) cuma ga bisa masuk. Note:""tidak bisa masuk ke server"" Kenapa ya?",4,Positif,maaf mau tanya kenapa tidak bisa masuk udah daftar udah punya akun cuma ga bisa masuk notetidak bisa masuk ke server kenapa ya
Ketika tidak bisa masuk muncul notif edlink terhenti,2,Negatif,ketika tidak bisa masuk muncul notif edlink terhenti
Tdk bisa pake pas mau daftar lngsng muncul notifikasi 'unfortunatelly edlink has stopped' gimna solusinya?,1,Negatif,tdk bisa pake pas mau daftar lngsng muncul notifikasi unfortunatelly edlink has stopped gimna solusinya
"Saya mencoba mendaftar, tapi kenapa tidak ada pilihan sebagai mahasiswa ataupun sebagai dosen? Dan apakah aplikasi ini bisa diimplememtasikan di Sekolah Menengah?",5,Positif,saya mencoba mendaftar tapi kenapa tidak ada pilihan sebagai mahasiswa ataupun sebagai dosen dan apakah aplikasi ini bisa diimplememtasikan di sekolah menengah
"Kecewa, kenapa gak bisa menyambungkan ke akun Siakad Universitas Baturaja? Padahal kalo login langsung dari web siakad bisa. Mohon secepatnya di perbaiki masalahnya. Terima kasih",1,Negatif,kecewa kenapa gak bisa menyambungkan ke akun siakad universitas baturaja padahal kalo login langsung dari web siakad bisa mohon secepatnya di perbaiki masalahnya terima kasih
"Aplikasi yg luar biasa, sudah terintegrasi dengan sistem informasi sevima gofeeder / gofeeder cloud. up to date dalam update, selalu sesuai kebutuhan perguruan tinggi.. Fiturnya makin hari makin nambah loh,, Yang paling di suka semua terintegrasi mulai dari penjadwalan, proses pembelajaran (absensi, nilai, materi kuliah, diskusi, dll) semua ada dalam 1 aplikasi.. keren banget pokoknya.. ayo aplikasi ini sangat baik digunakan di perguruan tinggi kamu",5,Positif,aplikasi yg luar biasa sudah terintegrasi dengan sistem informasi sevima gofeeder  gofeeder cloud up to date dalam update selalu sesuai kebutuhan perguruan tinggi fiturnya makin hari makin nambah loh yang paling di suka semua terintegrasi mulai dari penjadwalan proses pembelajaran absensi nilai materi kuliah diskusi dll semua ada dalam  aplikasi keren banget pokoknya ayo aplikasi ini sangat baik digunakan di perguruan tinggi kamu
"maaf mau tanya saya masuk ke akun edlink tapi tidak menghubungkan ke server, bagiamana cara solusi nya bisa masuk ke akun edlink",5,Positif,maaf mau tanya saya masuk ke akun edlink tapi tidak menghubungkan ke server bagiamana cara solusi nya bisa masuk ke akun edlink
"setelah kampus saya kerja sama dengan edlink, saya bisa cek informasi dari dosen kapanpun dan dimanapun. bangun tidur langsung ada notif dari dosen. senang deh hehe terimakasih edlink",5,Positif,setelah kampus saya kerja sama dengan edlink saya bisa cek informasi dari dosen kapanpun dan dimanapun bangun tidur langsung ada notif dari dosen senang deh hehe terimakasih edlink
sudah berapa kali coba daftar tp tetap tdk bisa,4,Positif,sudah berapa kali coba daftar tp tetap tdk bisa
kenapa yah setiap coba login selalu muncul email tidak valid.. padahal sudah benar email dan sandi nya..,1,Negatif,kenapa yah setiap coba login selalu muncul email tidak valid padahal sudah benar email dan sandi nya
"mau daftar aja susah,, udh verifikasi pas mau masuk malah gak bisa, daftar balik kok bilang nya email udh ke pakai, gimna sih ni aplikasi,,",1,Negatif,mau daftar aja susah udh verifikasi pas mau masuk malah gak bisa daftar balik kok bilang nya email udh ke pakai gimna sih ni aplikasi
"3 email sudah saya coba, tapi tetap tidak bisa dan pemberitahuannya email tidak valid, padahal email saya semuanya aktif",1,Negatif, email sudah saya coba tapi tetap tidak bisa dan pemberitahuannya email tidak valid padahal email saya semuanya aktif
"ini kenapa yah setiap saya cek khs indeks prestasi semester saya turun terus yg awalnya 3, sekian jadi 2, sekian mohon kejelasannya",5,Positif,ini kenapa yah setiap saya cek khs indeks prestasi semester saya turun terus yg awalnya  sekian jadi  sekian mohon kejelasannya
gara gara aplikasi ini gua ga bisa tipsen kampreettt😂😂😂,4,Positif,gara gara aplikasi ini gua ga bisa tipsen kampreettt
mantap. terus sempurna kan Edlink.,5,Positif,mantap terus sempurna kan edlink
"ketika saya ingin melihat khs, kok gabisa bisa ya? saya klik menu khs aplikasi malah mengulang ke menu home. mohon solusinya",4,Positif,ketika saya ingin melihat khs kok gabisa bisa ya saya klik menu khs aplikasi malah mengulang ke menu home mohon solusinya
"4 email sudah terdaftar, namun tidak bisa dibuka.. sudah menggunakan lupa sandi, kode tidak pernah masuk ke email.. saran : untuk mempermudah tolong pake nomor hp aja untuk mendaftar.. terimakasih",1,Negatif, email sudah terdaftar namun tidak bisa dibuka sudah menggunakan lupa sandi kode tidak pernah masuk ke email saran  untuk mempermudah tolong pake nomor hp aja untuk mendaftar terimakasih
"gk bisa login padahal saya udh daftar, rata rata saya baca ulasannya kendalanya itu semua. padahal dalam waktu dekat ini saya mau lihat nilai kulia h tolong fast respon yaa kak",2,Negatif,gk bisa login padahal saya udh daftar rata rata saya baca ulasannya kendalanya itu semua padahal dalam waktu dekat ini saya mau lihat nilai kulia h tolong fast respon yaa kak
kenapa verifikasi emailnya lambat ? apa karena banyak yg akses ??,1,Negatif,kenapa verifikasi emailnya lambat  apa karena banyak yg akses 
Email sudah di daftar. Akan tetapi tidak bisa login. Gmn ini,1,Negatif,email sudah di daftar akan tetapi tidak bisa login gmn ini
bikin nyusahin aja ni aplikasi... verifikasi aja susahnya minta ampun... gak berguna... dosa apa Kampus gue kerja sama ini aplikasi.. unfaedah..,1,Negatif,bikin nyusahin aja ni aplikasi verifikasi aja susahnya minta ampun gak berguna dosa apa kampus gue kerja sama ini aplikasi unfaedah
"tidak bisa login kk, padahal email-nya sudah benar, tolong solusinya kk",1,Negatif,tidak bisa login kk padahal emailnya sudah benar tolong solusinya kk
Oke.. Fix update dan sudah ada perbaikan.. Trims admin..,5,Positif,oke fix update dan sudah ada perbaikan trims admin
bagaimana caranya masuk kmbali ke email yang lma dan sandi yg lma yg brhubungan dengan siakad kok gk bisa,5,Positif,bagaimana caranya masuk kmbali ke email yang lma dan sandi yg lma yg brhubungan dengan siakad kok gk bisa
"mau masuk ke edlink nya gg bisa terus, padahal udh sampe bkin email baru ttep aja gg bisa",4,Positif,mau masuk ke edlink nya gg bisa terus padahal udh sampe bkin email baru ttep aja gg bisa
"Terima kasih Edlink... dengan aplikasi ini, kampus kami sekarang jadi mudah interaksi antara dosen dengan mahasiswa.",5,Positif,terima kasih edlink dengan aplikasi ini kampus kami sekarang jadi mudah interaksi antara dosen dengan mahasiswa
"Tidak bisa login, meskipun akun sudah verifikasi",2,Negatif,tidak bisa login meskipun akun sudah verifikasi
alhamdulillah aplikasinya sangat membantu dosen dan mahasiswa.,5,Positif,alhamdulillah aplikasinya sangat membantu dosen dan mahasiswa
Sangat membantu proses belajar mengajar dan penelusuran informasi. (Revolusi Indistri 4.O),5,Positif,sangat membantu proses belajar mengajar dan penelusuran informasi revolusi indistri o
